代码,时间,开盘价,最高价,最低价,收盘价,成交量,成交额
00100,2006-10-13,8.9500,8.9600,8.7000,8.8700,64000,569580.00
00100,2006-10-16,8.9900,8.9900,8.8700,8.8900,58000,515780.00
00100,2006-10-17,8.8800,8.9000,8.8800,8.9000,11400,101348.00
00100,2006-10-18,8.9000,8.9000,8.9000,8.9000,11500,102350.00
00100,2006-10-20,8.9500,9.2200,8.9500,9.2200,146000,1310940.00
00100,2006-10-23,9.1000,9.1000,9.1000,9.1000,102000,915200.00
00100,2006-10-24,9.2000,9.4000,9.1500,9.2000,165054,1520824.00
00100,2006-10-25,9.2000,9.2000,9.2000,9.2000,5000,46000.00
00100,2006-10-26,9.2000,9.2000,9.2000,9.2000,2000,18400.00
00100,2006-10-27,9.2000,9.2000,9.2000,9.2000,9000,82800.00
00100,2006-10-31,10.4000,11.2000,10.4000,10.9000,220000,2320920.00
00100,2006-11-01,10.9000,10.9000,10.9000,10.9000,67000,730300.00
00100,2006-11-02,10.5000,10.5000,10.1000,10.1000,17024,174316.00
00100,2006-11-03,10.5000,10.5000,10.5000,10.5000,513000,5136500.00
00100,2006-11-06,10.5000,10.5000,10.1000,10.4800,143000,1498280.00
00100,2006-11-07,10.4000,10.4000,9.6000,9.6000,194000,1919700.00
00100,2006-11-08,9.6000,9.6000,9.0000,9.0000,37000,341800.00
00100,2006-11-09,9.5000,9.9000,8.7000,8.9000,2686000,26433730.00
00100,2006-11-10,9.4500,9.5000,8.7000,9.5000,4314568,40809710.00
00100,2006-11-13,8.8000,9.4000,7.8500,9.4000,1389007,12976930.00
00100,2006-11-14,9.0000,9.6000,9.0000,9.6000,127000,1165500.00
00100,2006-11-16,9.6000,9.6000,9.5300,9.5400,64000,613280.00
00100,2006-11-17,9.5000,9.5400,9.5000,9.5000,94000,893540.00
00100,2006-11-20,9.7000,10.0000,9.7000,10.0000,483000,4617200.00
00100,2006-11-21,10.0000,10.0000,10.0000,10.0000,191000,1909610.00
00100,2006-11-22,10.0000,10.0000,10.0000,10.0000,54000,540000.00
00100,2006-11-24,9.8000,9.9400,9.8000,9.8000,109738,1088834.00
00100,2006-11-27,9.8000,9.8000,9.5000,9.5000,125000,1187850.00
00100,2006-11-28,9.5000,9.5000,9.5000,9.5000,41372,392997.00
00100,2006-11-30,9.5000,9.5000,9.5000,9.5000,2000,19000.00
00100,2006-12-04,9.6000,9.6000,9.6000,9.6000,10000,96000.00
00100,2006-12-06,9.8000,9.8000,9.8000,9.8000,8000,78400.00
00100,2006-12-07,10.0000,10.0000,10.0000,10.0000,4000,40000.00
00100,2006-12-11,10.0000,10.0000,10.0000,10.0000,48000,480000.00
00100,2006-12-14,9.9000,9.9000,9.8500,9.8500,29000,286900.00
00100,2006-12-15,9.8500,9.8500,9.8500,9.8000,7000,68950.00
00100,2006-12-18,9.5000,9.5000,9.5000,9.5000,42000,399000.00
00100,2006-12-19,9.5000,9.5100,9.5000,9.5000,45400,431360.00
00100,2006-12-20,9.5500,9.5500,9.5500,9.5500,1000,9550.00
00100,2006-12-21,9.6000,9.6000,9.5000,9.5000,50000,475500.00
00100,2006-12-22,9.3000,9.5000,9.1000,9.5000,316000,3000000.00
00100,2006-12-27,8.0600,9.5000,8.0600,9.5000,21000,197560.00
00100,2007-01-02,9.5000,9.5000,9.5000,9.5000,1000,9500.00
00100,2007-01-03,9.5200,9.5200,9.5000,9.5000,8000,76080.00
00100,2007-01-04,9.5000,9.5000,9.2000,9.2000,4000,37700.00
00100,2007-01-05,9.2000,9.4000,9.2000,9.4000,68000,632790.00
00100,2007-01-08,9.5000,9.6000,9.4000,9.4000,88000,835100.00
00100,2007-01-09,9.5000,9.5000,9.5000,9.5000,9869,93451.00
00100,2007-01-10,9.5000,9.8000,9.5000,9.8000,206000,1982000.00
00100,2007-01-11,9.8000,9.8000,9.8000,9.8000,57000,558600.00
00100,2007-01-12,9.7000,9.8000,9.5000,9.5100,142100,1356060.00
00100,2007-01-15,9.7500,9.7500,9.7500,9.6200,39000,372737.00
00100,2007-01-16,9.6200,9.6200,9.5000,9.5000,24000,228540.00
00100,2007-01-17,9.5000,9.6000,9.5000,9.6000,45000,428600.00
00100,2007-01-18,9.6000,9.6000,9.4100,9.4100,64000,610790.00
00100,2007-01-19,9.4000,9.4800,9.4000,9.4800,6000,56480.00
00100,2007-01-22,9.5000,9.5400,9.3000,9.3000,97000,921430.00
00100,2007-01-23,9.3000,9.7000,9.3000,9.7000,193200,1826956.00
00100,2007-01-24,9.8000,10.0000,9.7800,9.8000,20000,196340.00
00100,2007-01-25,9.8400,9.8400,9.6000,9.7000,299000,2902160.00
00100,2007-01-26,9.6000,9.6000,9.5900,9.5900,149000,1435450.00
00100,2007-01-29,9.5500,9.5500,9.5500,9.5500,5000,47800.00
00100,2007-01-30,9.5500,9.5500,9.5500,9.5500,49037,468313.00
00100,2007-01-31,9.5500,9.5500,9.5500,9.5500,4000,38200.00
00100,2007-02-01,9.6000,9.6000,9.3500,9.3500,11000,105250.00
00100,2007-02-02,9.3500,9.5000,9.3500,9.5000,487737,4575757.00
00100,2007-02-05,9.5000,9.6600,9.5000,9.6600,67000,643060.00
00100,2007-02-07,9.7000,9.7000,9.7000,9.6000,1000,9700.00
00100,2007-02-09,9.6000,9.6000,9.6000,9.6000,6000,57600.00
00100,2007-02-12,9.6800,9.8000,9.6800,9.6000,49000,477420.00
00100,2007-02-13,9.4000,9.5000,9.3000,9.3000,8000,75500.00
00100,2007-02-14,9.3000,9.3000,9.3000,9.3000,31000,288300.00
00100,2007-02-16,9.1000,9.2000,9.0000,9.2000,14000,128300.00
00100,2007-02-21,9.0000,9.2200,8.8800,9.2000,130000,1171760.00
00100,2007-02-23,9.0000,9.0000,9.0000,9.0100,1000,9000.00
00100,2007-02-26,9.0000,9.0500,9.0000,9.0500,184000,1656050.00
00100,2007-02-27,9.0000,9.0000,8.9000,9.0000,8535000,76814050.00
00100,2007-02-28,9.0000,9.2600,9.0000,9.2000,55000,497180.00
00100,2007-03-01,9.2000,9.2000,9.0000,9.0000,22000,198200.00
00100,2007-03-02,8.5000,9.0000,8.5000,9.0000,2000,17500.00
00100,2007-03-05,9.0000,9.0000,9.0000,8.9000,1000,9000.00
00100,2007-03-06,8.8000,8.8000,8.7600,8.8000,25127,221038.00
00100,2007-03-07,8.6100,8.6100,8.5000,8.5000,5000,42920.00
00100,2007-03-08,8.5000,8.5000,8.5000,8.5000,8000,68000.00
00100,2007-03-09,8.5000,8.5000,8.3000,8.3000,1660000,13288550.00
00100,2007-03-12,8.3000,8.5000,8.3000,8.5000,24000,199440.00
00100,2007-03-13,8.5000,8.5000,8.3900,8.5000,52000,438970.00
00100,2007-03-14,8.3000,8.5000,8.3000,8.3900,92000,771460.00
00100,2007-03-15,8.4000,8.5000,8.3300,8.4500,51000,429090.00
00100,2007-03-16,8.4000,8.5000,8.4000,8.5000,70000,593200.00
00100,2007-03-20,8.4500,8.4500,8.4400,8.4400,630000,5346450.00
00100,2007-03-21,8.4400,8.4400,8.4400,8.4400,1000,8440.00
00100,2007-03-22,8.4400,8.4400,8.3900,8.3900,2000,16830.00
00100,2007-03-23,8.3900,8.3900,8.0000,8.3900,1500000,12000000.00
00100,2007-03-26,8.4300,8.4300,8.4300,8.4300,36000,303480.00
00100,2007-03-28,8.0100,8.0100,8.0000,8.0000,36000,288100.00
00100,2007-03-30,8.4900,8.4900,8.4900,8.4900,15000,127350.00
00100,2007-04-02,7.8600,7.8600,7.8600,8.0600,1000,7860.00
00100,2007-04-03,8.1000,8.3000,8.1000,8.1500,12000,97820.00
00100,2007-04-04,8.1900,8.2100,8.1900,8.1900,41000,336240.00
00100,2007-04-10,8.1900,8.3000,8.1900,8.3000,1515640,12414490.00
00100,2007-04-11,8.3200,8.3800,8.2000,8.3800,1666640,13749000.00
00100,2007-04-12,8.4000,8.4000,8.4000,8.4000,2000,16800.00
00100,2007-04-13,8.4000,8.4000,8.3500,8.3500,18720,156686.00
00100,2007-04-16,8.2000,8.3500,8.2000,8.3300,18000,148740.00
00100,2007-04-17,8.2000,8.2000,7.9000,8.0000,63000,507350.00
00100,2007-04-18,8.0000,8.0100,8.0000,8.0000,118000,944040.00
00100,2007-04-19,8.0500,8.3500,8.0500,8.2900,45000,363240.00
00100,2007-04-24,7.9000,8.2000,7.9000,8.2000,6000,48600.00
00100,2007-04-25,8.2000,8.2000,8.2000,8.2000,22500,184450.00
00100,2007-04-26,8.2000,8.3800,8.2000,8.2000,66000,545760.00
00100,2007-04-27,8.2000,8.2000,8.2000,8.2000,182000,1475200.00
00100,2007-04-30,8.3000,8.3100,8.2500,8.2500,76000,630480.00
00100,2007-05-02,8.3100,8.3100,8.2100,8.2500,893000,7406470.00
00100,2007-05-03,8.2500,8.3000,8.2100,8.2100,75627,623713.00
00100,2007-05-04,8.2500,8.3000,8.2100,8.3000,99000,815290.00
00100,2007-05-07,8.2500,8.3200,8.2200,8.3200,14000,115850.00
00100,2007-05-08,8.3200,8.3200,8.2600,8.2600,20000,166040.00
00100,2007-05-09,8.3000,8.3000,8.3000,8.3000,1000,8300.00
00100,2007-05-10,8.3000,8.3000,8.3000,8.3000,71000,589300.00
00100,2007-05-11,8.2000,8.3000,8.2000,8.3000,13000,107500.00
00100,2007-05-14,8.2500,8.2500,8.2500,8.2500,10000,82500.00
00100,2007-05-15,8.2500,8.2500,8.1000,8.0000,16000,129750.00
00100,2007-05-16,8.0100,8.1000,8.0000,8.1000,101000,811560.00
00100,2007-05-17,8.1000,8.2000,8.1000,8.2000,150000,1225000.00
00100,2007-05-18,8.2000,8.2000,8.2000,8.2000,38000,311600.00
00100,2007-05-21,8.2000,8.3000,8.2000,8.2000,245000,2019400.00
00100,2007-05-22,8.2000,8.2000,8.2000,8.2000,1000,8200.00
00100,2007-05-23,8.2000,8.2600,8.2000,8.2600,18000,148440.00
00100,2007-05-25,8.3000,8.3400,8.3000,8.3400,22000,183080.00
00100,2007-05-28,8.3400,8.5000,8.2600,8.2000,741000,6159430.00
00100,2007-05-29,8.2000,8.2000,8.1700,8.2000,503000,4122400.00
00100,2007-05-30,8.2000,8.2500,8.2000,8.2000,61000,500850.00
00100,2007-05-31,8.2000,8.2000,8.2000,8.2000,60000,492000.00
00100,2007-06-01,8.2200,8.3600,8.2200,8.3500,102000,847640.00
00100,2007-06-04,8.3500,8.3500,8.2500,8.3500,36000,300000.00
00100,2007-06-05,8.4000,8.4000,8.3500,8.3500,2209000,18449950.00
00100,2007-06-06,8.3500,8.3500,8.1500,8.2000,76000,625920.00
00100,2007-06-07,8.2000,8.2000,8.2000,8.2100,30000,246000.00
00100,2007-06-08,8.2300,8.2300,8.2300,8.2300,7000,57610.00
00100,2007-06-11,8.2500,8.2500,8.2300,8.2900,32000,263700.00
00100,2007-06-12,8.3000,8.3000,8.2900,8.3000,66000,547420.00
00100,2007-06-13,8.3000,8.5000,8.3000,8.5000,124000,1047500.00
00100,2007-06-14,8.5000,8.5500,8.5000,8.5500,16000,136700.00
00100,2007-06-15,8.5500,8.5500,8.5000,8.5500,33000,281400.00
00100,2007-06-18,8.6000,8.6000,8.6000,8.6300,1000,8600.00
00100,2007-06-20,8.7000,8.7000,8.6300,8.6300,7000,60480.00
00100,2007-06-22,8.6300,8.6300,8.6300,8.6300,1000,8630.00
00100,2007-06-25,8.6200,8.6200,8.5000,8.5000,41000,349820.00
00100,2007-06-26,8.5200,8.5000,8.5000,8.5200,265000,2270700.00
00100,2007-06-27,8.5200,8.5500,8.5000,8.5000,654000,5562800.00
00100,2007-06-28,8.5000,8.5300,8.4900,8.5000,59000,501610.00
00100,2007-06-29,8.5000,8.5020,8.5000,8.5000,206000,1751412.00
00100,2007-07-03,8.5000,8.5000,8.5000,8.5000,2000,17000.00
00100,2007-07-04,8.5000,8.5000,8.4900,8.4900,5000,42490.00
00100,2007-07-05,8.5000,8.5000,8.5000,8.5000,1000,8500.00
00100,2007-07-06,8.5000,8.5000,8.2000,8.2000,48000,396230.00
00100,2007-07-09,8.2000,8.2000,8.1000,8.1600,147490,1206700.00
00100,2007-07-10,8.1200,8.1800,8.1000,8.1300,179000,1453650.00
00100,2007-07-11,8.0000,8.0100,8.0000,8.0000,148000,1184050.00
00100,2007-07-12,8.1000,8.1000,8.1000,8.1000,642883,5185152.00
00100,2007-07-13,8.1100,8.1200,8.1000,8.1200,23000,186420.00
00100,2007-07-16,8.0000,8.4500,8.0000,8.4400,11000,89450.00
00100,2007-07-17,8.4500,8.4500,8.3500,8.3500,29000,242370.00
00100,2007-07-19,8.3600,8.4800,8.3600,8.3600,7000,58770.00
00100,2007-07-20,8.3500,8.3500,8.3500,8.3600,35000,292250.00
00100,2007-07-23,8.3000,8.3000,8.3000,8.3000,1000,8300.00
00100,2007-07-24,8.3000,8.3000,8.3000,8.3000,5000,41500.00
00100,2007-07-25,8.2500,8.2500,8.1500,8.1600,30000,244970.00
00100,2007-07-27,8.3000,8.3000,8.0000,8.0000,4300,34640.00
00100,2007-07-30,8.1000,8.1000,8.1000,8.1000,2000,16200.00
00100,2007-07-31,7.8000,7.9500,7.8000,7.9500,293000,2285700.00
00100,2007-08-01,8.0000,8.2500,7.9800,8.0500,338000,2725950.00
00100,2007-08-02,8.0800,8.2000,7.9900,8.0000,2629000,21040960.00
00100,2007-08-03,8.0000,8.3600,8.0000,8.0200,360000,2953700.00
00100,2007-08-06,8.0100,8.0100,7.0000,7.8000,97000,743920.00
00100,2007-08-07,7.9000,7.9000,7.8000,7.8100,24000,187450.00
00100,2007-08-08,8.0000,8.0000,8.0000,8.0000,249000,1992000.00
00100,2007-08-09,8.0000,8.0000,7.3800,7.8000,234423,1802984.00
00100,2007-08-10,7.8500,7.8500,7.6500,7.8000,44000,343610.00
00100,2007-08-13,7.8000,7.8500,7.8000,7.8000,3559000,27761550.00
00100,2007-08-14,7.8100,7.8200,7.3800,7.8100,235000,1794230.00
00100,2007-08-15,7.3800,7.3800,7.3800,7.3800,2000,14760.00
00100,2007-08-16,7.3800,7.9000,7.3800,7.4000,189000,1402060.00
00100,2007-08-17,7.4000,7.8200,7.4000,7.7800,26000,197640.00
00100,2007-08-20,7.7800,7.7800,7.5500,7.6500,78000,601700.00
00100,2007-08-21,7.7800,7.7800,7.6200,7.6500,20000,153830.00
00100,2007-08-23,7.7000,7.7000,7.7000,7.8000,17000,130900.00
00100,2007-08-24,7.8000,7.8100,7.8000,7.8000,34000,265270.00
00100,2007-08-27,7.8200,7.9200,7.8200,7.9200,5000,39300.00
00100,2007-08-28,7.9200,7.9200,7.9000,7.9000,43000,340320.00
00100,2007-08-29,7.8300,7.9000,7.7500,7.8500,54365,424461.00
00100,2007-08-30,7.8500,7.9300,7.8500,8.0000,8000,63160.00
00100,2007-08-31,8.0000,8.0800,7.9300,8.0000,143000,1144570.00
00100,2007-09-03,7.5000,7.5000,7.5000,7.5000,34000,255000.00
00100,2007-09-04,7.6000,7.8000,7.6000,7.8000,17000,131700.00
00100,2007-09-05,8.0100,8.0400,7.9100,8.0400,135000,1080970.00
00100,2007-09-06,8.0300,8.0300,7.7000,7.7200,10000,77780.00
00100,2007-09-07,7.9000,7.9000,7.9000,7.9000,30000,237000.00
00100,2007-09-10,7.7000,7.7000,7.7000,7.7000,2000,15400.00
00100,2007-09-11,8.0000,8.0000,8.0000,8.0000,2000,16000.00
00100,2007-09-12,7.3900,7.3900,7.3900,7.6000,8040,59416.00
00100,2007-09-13,8.0000,8.0000,8.0000,7.9100,1000,8000.00
00100,2007-09-14,7.9100,7.9100,7.8900,7.9100,144000,1138820.00
00100,2007-09-17,7.9000,7.9000,7.9000,7.9000,59000,466100.00
00100,2007-09-18,7.9000,8.0400,7.9000,7.9000,29000,230220.00
00100,2007-09-19,7.9000,7.9000,7.7500,7.9000,51000,399650.00
00100,2007-09-20,7.9000,7.9000,7.7600,7.7600,79000,623820.00
00100,2007-09-21,7.7000,7.7000,6.5000,7.7000,48000,363880.00
00100,2007-09-25,7.7000,7.9000,7.7000,7.7300,6000,46630.00
00100,2007-09-27,7.8000,8.6100,7.8000,8.5000,144639,1135934.00
00100,2007-09-28,8.5000,8.6000,8.4900,8.6000,186000,1595020.00
00100,2007-10-02,8.6000,8.7500,8.6000,8.7500,351000,3059390.00
00100,2007-10-03,8.7000,8.8000,8.5500,8.5500,275000,2405600.00
00100,2007-10-04,8.5500,8.7000,8.5500,8.5500,65000,560400.00
00100,2007-10-05,8.7000,8.7000,8.6000,8.7000,606000,5266700.00
00100,2007-10-08,8.7000,8.7000,8.6500,8.6500,27000,233700.00
00100,2007-10-09,8.6500,8.7000,8.6000,8.7000,463000,4026800.00
00100,2007-10-10,8.8000,8.8000,8.5000,8.5000,360775,3097903.00
00100,2007-10-15,8.1000,8.3000,8.1000,8.2000,30883,252661.00
00100,2007-10-16,8.2000,8.2000,8.2000,8.2000,27639,226544.00
00100,2007-10-17,8.2000,8.2000,8.2000,8.2000,2000,16400.00
00100,2007-10-22,8.2000,8.3500,8.1000,8.3000,443000,3670470.00
00100,2007-10-24,8.3500,8.3500,8.3500,8.3500,88000,734800.00
00100,2007-10-26,8.5000,8.5000,7.8000,7.8000,90000,758260.00
00100,2007-10-29,8.0000,8.0000,8.0000,8.0000,13000,104050.00
00100,2007-10-30,8.0000,8.0200,8.0000,8.0100,39000,312380.00
00100,2007-10-31,8.2000,8.2000,8.2000,8.2000,116000,951200.00
00100,2007-11-01,8.3000,8.3000,8.3000,8.3000,15000,124500.00
00100,2007-11-02,8.3000,8.3000,8.3000,8.3000,19000,157700.00
00100,2007-11-05,8.2500,8.3000,8.1500,8.3000,18000,147600.00
00100,2007-11-07,8.3000,8.3000,8.3000,8.3000,12000,99600.00
00100,2007-11-08,8.0000,8.0000,8.0000,8.0000,2000,16000.00
00100,2007-11-12,8.0000,8.0000,8.0000,8.0000,20000,160000.00
00100,2007-11-13,8.0000,8.0000,8.0000,8.0000,1000,8000.00
00100,2007-11-14,8.0000,8.1000,8.0000,8.1000,5000,40100.00
00100,2007-11-15,8.0000,8.0000,8.0000,8.0000,10000,80000.00
00100,2007-11-16,7.0000,7.7600,7.0000,7.5000,42000,309840.00
00100,2007-11-20,7.5000,7.5100,7.5000,7.5000,188000,1410550.00
00100,2007-11-21,7.4100,7.4100,7.4000,7.4000,3000,22220.00
00100,2007-11-22,7.4000,7.4000,7.4000,7.4000,2000,14800.00
00100,2007-11-23,7.3000,7.3000,7.3000,7.3000,200000,1460000.00
00100,2007-11-26,7.4000,7.4000,6.0100,7.2000,156000,1136010.00
00100,2007-11-27,6.8000,6.8000,6.7000,7.0000,303481,2122267.00
00100,2007-11-28,7.0300,7.0300,7.0300,7.2000,387000,2709180.00
00100,2007-11-29,7.2000,7.2000,7.2000,7.3000,43000,309600.00
00100,2007-12-03,7.3000,7.3000,7.3000,7.3000,5000,36500.00
00100,2007-12-04,7.3000,7.3000,7.3000,7.3000,1000,7300.00
00100,2007-12-05,7.3000,7.3100,7.3000,7.3000,26000,189820.00
00100,2007-12-06,7.3000,7.3000,7.3000,7.4300,4800,34880.00
00100,2007-12-07,7.6000,7.6000,7.6000,8.0000,1966000,14804050.00
00100,2007-12-10,7.3000,7.3000,7.3000,7.3300,7000,51100.00
00100,2007-12-11,7.3300,7.3300,7.3300,7.3300,4000,29320.00
00100,2007-12-12,8.0000,8.0000,8.0000,8.0000,15000,120000.00
00100,2007-12-13,8.0000,8.0000,8.0000,8.0000,155000,1193800.00
00100,2007-12-18,7.5800,7.7000,7.6900,7.5800,1004000,7730800.00
00100,2007-12-19,7.2000,7.7000,7.2000,7.7000,291400,2152910.00
00100,2007-12-20,7.7500,7.7700,7.7500,7.7000,133000,1030790.00
00100,2007-12-21,7.5500,7.7000,7.5500,7.7000,12000,90750.00
00100,2007-12-27,7.7000,7.9500,7.6900,7.9500,173000,1339090.00
00100,2007-12-28,8.1000,8.1400,8.0800,8.1400,63000,510320.00
00100,2008-01-02,8.1400,8.1400,8.1400,8.1400,230000,1872200.00
00100,2008-01-04,8.1400,8.1400,7.2100,7.8000,9000,71450.00
00100,2008-01-07,7.8000,7.8000,7.5000,7.5000,23000,177200.00
00100,2008-01-08,7.7000,7.8000,7.7000,7.8000,2000,15500.00
00100,2008-01-09,8.1400,8.1400,7.5100,7.5100,28000,221460.00
00100,2008-01-10,7.9100,8.1400,7.9100,7.9700,54000,430650.00
00100,2008-01-11,8.1400,8.1400,8.0000,8.0000,63000,507320.00
00100,2008-01-14,7.9000,7.9000,7.7000,7.7000,104000,802870.00
00100,2008-01-15,7.7000,7.7000,7.5000,7.5000,271000,2078120.00
00100,2008-01-16,7.5500,7.7000,7.5000,7.3000,71000,532950.00
00100,2008-01-17,7.5000,7.5000,7.4000,7.5000,368000,2732150.00
00100,2008-01-18,7.5000,7.5500,7.5000,7.5000,242000,1818610.00
00100,2008-01-21,7.5000,7.5000,7.5000,7.5000,10000,75000.00
00100,2008-01-22,7.3000,7.3000,5.5000,6.3000,41000,251000.00
00100,2008-01-23,7.5400,7.5400,6.9800,7.3000,26500,185550.00
00100,2008-01-24,7.3000,7.4000,7.3000,7.4000,89000,654700.00
00100,2008-01-25,7.4000,7.4000,6.7000,6.9700,89000,629690.00
00100,2008-01-28,7.0000,7.0000,6.5100,6.5100,1033700,7627825.00
00100,2008-01-29,6.7000,6.7000,6.7000,6.7000,177000,1185900.00
00100,2008-01-30,6.9900,6.9900,6.7000,6.8900,12000,82430.00
00100,2008-01-31,6.8000,6.8900,6.6000,6.6000,21000,141810.00
00100,2008-02-01,6.4000,7.1700,6.4000,6.5000,129200,835574.00
00100,2008-02-04,6.5000,6.9000,6.5000,6.9000,989000,6656400.00
00100,2008-02-05,7.1000,7.1000,6.9000,6.9900,146000,1020250.00
00100,2008-02-06,6.9900,6.9900,6.6000,6.6000,13000,88860.00
00100,2008-02-11,6.7000,6.7000,6.5000,6.6000,94000,625510.00
00100,2008-02-12,6.5400,6.5400,6.4000,6.4000,14000,91160.00
00100,2008-02-13,6.3500,6.5000,6.3500,6.4300,31000,198760.00
00100,2008-02-14,6.6000,6.6000,6.5500,6.6000,58000,382450.00
00100,2008-02-15,6.7000,6.7000,6.4900,6.5000,47000,310040.00
00100,2008-02-18,6.5000,6.6400,6.5000,6.6400,106000,699860.00
00100,2008-02-19,6.6400,6.6400,6.6000,6.6000,13000,85960.00
00100,2008-02-20,6.5000,6.5000,6.5000,6.5000,23000,149630.00
00100,2008-02-21,6.5000,6.6000,6.4000,6.4000,84000,542170.00
00100,2008-02-22,6.5800,6.5800,6.5800,6.5800,7757,51041.00
00100,2008-02-25,6.9000,6.9000,6.9000,6.9000,12011,82872.00
00100,2008-02-26,6.9000,6.9000,6.4500,6.4500,35000,230150.00
00100,2008-02-27,6.4600,6.5000,6.1500,6.2500,121000,759120.00
00100,2008-02-28,6.2500,6.6000,6.2500,6.6000,55000,353630.00
00100,2008-02-29,6.6000,6.8000,6.5000,6.8000,114000,754060.00
00100,2008-03-03,6.9000,6.9000,6.7000,6.8000,23000,155260.00
00100,2008-03-04,6.5500,6.5500,6.5000,6.5000,24000,156250.00
00100,2008-03-05,6.6000,6.6000,6.3400,6.3600,17000,110510.00
00100,2008-03-06,6.5000,6.8000,6.4500,6.8000,52000,344380.00
00100,2008-03-07,6.6700,6.7000,6.5000,6.6800,58000,386670.00
00100,2008-03-10,6.4500,6.4500,6.3000,6.3000,8300,52617.00
00100,2008-03-11,6.3600,6.3600,6.1500,6.2500,42000,262950.00
00100,2008-03-12,6.2700,6.5000,6.2100,6.3000,65000,411302.00
00100,2008-03-14,6.2100,6.2900,6.2000,6.2400,26000,161590.00
00100,2008-03-17,5.5000,6.1000,5.5000,5.7500,7000,39350.00
00100,2008-03-18,5.7500,5.8500,5.7500,5.8500,41000,237070.00
00100,2008-03-19,5.7500,6.2300,5.7500,6.2300,8000,49360.00
00100,2008-03-20,6.2500,6.3000,6.2300,6.2300,38000,238190.00
00100,2008-03-25,6.2000,6.2500,6.2000,6.2000,354000,2195050.00
00100,2008-03-26,6.5400,6.5400,6.5400,6.5400,451000,2796540.00
00100,2008-03-28,6.5200,6.6000,6.5200,6.6000,36000,235840.00
00100,2008-03-31,6.5200,6.5200,6.5200,6.5200,5000,32600.00
00100,2008-04-01,6.7000,6.7000,6.4500,6.4500,44000,288860.00
00100,2008-04-03,7.0000,7.0000,7.0000,7.0000,263000,1697450.00
00100,2008-04-07,7.0000,7.0000,6.9900,7.0000,458000,3205990.00
00100,2008-04-08,7.0000,7.0000,7.0000,7.0000,50000,350000.00
00100,2008-04-09,7.0000,7.0500,6.9900,7.0000,134000,941180.00
00100,2008-04-10,6.9900,6.9900,6.9900,6.9900,10000,69900.00
00100,2008-04-11,6.9900,6.9900,6.9900,6.9900,3000,20970.00
00100,2008-04-14,6.9900,6.9900,6.9800,6.9800,5000,34930.00
00100,2008-04-15,7.0000,7.0000,6.9800,6.9800,268000,1875960.00
00100,2008-04-16,6.9800,7.0000,6.9700,7.0000,206900,1446138.00
00100,2008-04-17,6.9900,7.0000,6.9500,6.9900,27000,188710.00
00100,2008-04-18,6.9900,6.9900,6.9800,6.9900,9000,62880.00
00100,2008-04-21,6.9900,7.0000,6.9900,7.0000,169000,1182970.00
00100,2008-04-22,6.9900,7.0000,6.9800,7.0000,103000,720910.00
00100,2008-04-23,6.9900,7.0000,6.9900,7.0000,105000,734930.00
00100,2008-04-24,7.0000,7.0100,7.0000,7.0000,142000,995110.00
00100,2008-04-28,6.9000,6.9000,6.9000,6.9000,253000,1770700.00
00100,2008-04-30,6.9000,6.9000,6.3000,6.6700,1295200,9050760.00
00100,2008-05-02,6.9000,7.0000,6.7000,6.9500,183000,1266710.00
00100,2008-05-05,6.9500,6.9500,6.9000,6.9100,50510,349254.00
00100,2008-05-06,6.9000,6.9000,6.9000,6.9100,5000,34500.00
00100,2008-05-08,6.8000,6.9000,6.8000,6.9000,13000,88650.00
00100,2008-05-09,6.9500,6.9500,6.9000,6.9500,37000,256440.00
00100,2008-05-13,6.9500,6.9500,6.9100,6.9100,34000,235420.00
00100,2008-05-14,6.9200,6.9200,6.8300,6.8400,133000,915590.00
00100,2008-05-15,6.8000,6.8000,6.2000,6.5700,17300,112329.00
00100,2008-05-16,6.3000,6.4500,6.3000,6.4500,161000,1020000.00
00100,2008-05-19,6.5000,6.5000,6.3500,6.3500,20600,132472.00
00100,2008-05-20,6.4000,6.4000,6.3800,6.3800,984000,6387040.00
00100,2008-05-21,6.3000,6.4000,6.3000,6.4000,15000,95200.00
00100,2008-05-22,6.4000,6.4000,6.4000,6.4000,50000,317350.00
00100,2008-05-23,6.5000,6.8000,6.5000,6.8000,25000,165800.00
00100,2008-05-26,6.8000,6.8000,6.8000,6.8000,2000,13600.00
00100,2008-05-27,6.8900,6.9000,6.8900,6.9000,4000,27590.00
00100,2008-05-28,7.0000,7.0000,6.9600,6.9400,55000,384530.00
00100,2008-06-02,6.9000,6.9000,6.9000,6.9000,42000,288540.00
00100,2008-06-03,6.8000,6.8000,6.8000,6.8000,8000,54400.00
00100,2008-06-04,6.9000,6.9000,6.8000,6.9000,5000,34300.00
00100,2008-06-05,6.9000,6.9000,6.9000,6.9000,7000,48300.00
00100,2008-06-06,6.8000,7.0000,6.8000,7.0000,99000,679320.00
00100,2008-06-10,6.8000,7.0000,7.0000,6.8000,600,4080.00
00100,2008-06-12,6.8000,6.8000,6.8000,6.7000,1000,6800.00
00100,2008-06-16,6.7000,7.0000,6.7000,7.0000,33000,226550.00
00100,2008-06-18,6.7500,6.8000,6.7500,6.8000,13000,88300.00
00100,2008-06-19,6.6000,6.6000,6.6000,6.6000,5000,33000.00
00100,2008-06-23,6.6100,6.8000,6.1000,6.2100,361000,2428360.00
